year,month,day,temperature
2014,03,21,77
2014,03,22,65
2014,03,23,56
2014,03,24,52
2014,03,25,59
2014,03,26,47
2014,03,27,85
2014,03,28,107
2014,03,29,117
2014,03,30,135
2014,03,31,146
2014,04,01,128
2014,04,02,129
2014,04,03,144
2014,04,04,121
2014,04,05,121
2014,04,06,132
2014,04,07,148
2014,04,08,90
2014,04,09,103
2014,04,10,116
2014,04,11,103
2014,04,12,97
2014,04,13,103
2014,04,14,87
2014,04,15,68
2014,04,16,88
2014,04,17,107
2014,04,18,80
2014,04,19,106
2014,04,20,155
2014,04,21,122
2014,04,22,131
2014,04,23,140
2014,04,24,144
2014,04,25,166
2014,04,26,136
2014,04,27,117
2014,04,28,131
2014,04,29,129
2014,04,30,115
2014,05,01,127
2014,05,02,99
2014,05,03,84
2014,05,04,88
2014,05,05,129
2014,05,06,144
2014,05,07,109
2014,05,08,126
2014,05,09,75
2014,05,10,117
2014,05,11,108
2014,05,12,110
2014,05,13,105
2014,05,14,101
2014,05,15,105
2014,05,16,127
2014,05,17,148
2014,05,18,169
2014,05,19,187
2014,05,20,198
2014,05,21,179
2014,05,22,178
2014,05,23,164
2014,05,24,159
2014,05,25,156
2014,05,26,164
2014,05,27,159
2014,05,28,133
2014,05,29,105
2014,05,30,127
2014,05,31,135
2014,06,01,137
2014,06,02,141
2014,06,03,153
2014,06,04,150
2014,06,05,127
2014,06,06,164
2014,06,07,199
2014,06,08,193
2014,06,09,219
2014,06,10,191
2014,06,11,166
2014,06,12,172
2014,06,13,172
2014,06,14,157
2014,06,15,152
2014,06,16,150
2014,06,17,150
2014,06,18,156
2014,06,19,141
2014,06,20,137
2014,06,21,155
2014,06,22,149
2014,06,23,159
2014,06,24,161
2014,06,25,146
2014,06,26,166
2014,06,27,169
2014,06,28,165
2014,06,29,156
2014,06,30,139
2014,07,01,148
2014,07,02,152
2014,07,03,189
2014,07,04,220
2014,07,05,193
2014,07,06,183
2014,07,07,174
2014,07,08,150
2014,07,09,156
2014,07,10,213
2014,07,11,197
2014,07,12,187
2014,07,13,188
2014,07,14,178
2014,07,15,173
2014,07,16,197
2014,07,17,220
2014,07,18,250
2014,07,19,264
2014,07,20,213
2014,07,21,194
2014,07,22,225
2014,07,23,235
2014,07,24,221
2014,07,25,190
2014,07,26,204
2014,07,27,198
2014,07,28,195
2014,07,29,207
2014,07,30,177
2014,07,31,195
2014,08,01,153
2014,08,02,212
2014,08,03,197
2014,08,04,183
2014,08,05,187
2014,08,06,181
2014,08,07,195
2014,08,08,191
2014,08,09,189
2014,08,10,186
2014,08,11,178
2014,08,12,164
2014,08,13,170
2014,08,14,164
2014,08,15,158
2014,08,16,163
2014,08,17,160
2014,08,18,142
2014,08,19,130
2014,08,20,125
2014,08,21,137
2014,08,22,133
2014,08,23,123
2014,08,24,129
2014,08,25,131
2014,08,26,141
2014,08,27,148
2014,08,28,167
2014,08,29,172
2014,08,30,166
2014,08,31,149
2014,09,01,156
2014,09,02,174
2014,09,03,172
2014,09,04,180
2014,09,05,185
2014,09,06,176
2014,09,07,171
2014,09,08,147
2014,09,09,152
2014,09,10,144
2014,09,11,162
2014,09,12,166
2014,09,13,172
2014,09,14,165
2014,09,15,172
2014,09,16,186
2014,09,17,190
2014,09,18,194
2014,09,19,186
2014,09,20,179
2014,09,21,159
2014,09,22,141
2014,09,23,136
2014,09,24,136
2014,09,25,149
2014,09,26,163
2014,09,27,156
2014,09,28,163
2014,09,29,163
2014,09,30,157
2014,10,01,162
2014,10,02,161
2014,10,03,156
2014,10,04,155
2014,10,05,131
2014,10,06,136
2014,10,07,125
2014,10,08,128
2014,10,09,146
2014,10,10,136
2014,10,11,118
2014,10,12,128
2014,10,13,144
2014,10,14,123
2014,10,15,137
2014,10,16,143
2014,10,17,146
2014,10,18,174
2014,10,19,169
2014,10,20,150
2014,10,21,118
2014,10,22,104
2014,10,23,125
2014,10,24,119
2014,10,25,121
2014,10,26,126
2014,10,27,128
2014,10,28,91
2014,10,29,114
2014,10,30,128
2014,10,31,131
2014,11,01,144
2014,11,02,142
2014,11,03,121
2014,11,04,87
2014,11,05,65
2014,11,06,54
2014,11,07,78
2014,11,08,98
2014,11,09,99
2014,11,10,95
2014,11,11,92
2014,11,12,94
2014,11,13,84
2014,11,14,98
2014,11,15,95
2014,11,16,86
2014,11,17,96
2014,11,18,81
2014,11,19,81
2014,11,20,71
2014,11,21,57
2014,11,22,83
2014,11,23,106
2014,11,24,73
2014,11,25,51
2014,11,26,51
2014,11,27,74
2014,11,28,65
2014,11,29,30
2014,11,30,24
2014,12,01,15
2014,12,02,12
2014,12,03,-1
2014,12,04,-1
2014,12,05,37
2014,12,06,44
2014,12,07,45
2014,12,08,47
2014,12,09,33
2014,12,10,74
2014,12,11,73
2014,12,12,73
2014,12,13,47
2014,12,14,27
2014,12,15,58
2014,12,16,53
2014,12,17,84
2014,12,18,116
2014,12,19,93
2014,12,20,78
2014,12,21,83
2014,12,22,116
2014,12,23,111
2014,12,24,83
2014,12,25,54
2014,12,26,27
2014,12,27,15
2014,12,28,7
2014,12,29,47
2014,12,30,55
2014,12,31,57
